sma_fast,sma_slow,rsi_period,rsi_lower,rsi_upper,macro_gate,total_return,sharpe,max_dd,win_rate,profit_factor,expectancy,total_trades,passes_filters
100,200,14,35,65,neither,-44.26291335813446,-1.0100138435211132,45.68332056900072,34.96503496503497,0.4093192314457667,-30.719936014583556,144,False
20,150,21,45,55,unrate_only,-19.056400232087416,-1.0156721527632044,20.44533656817913,31.147540983606557,0.2844764091523452,-31.240000380471194,61,False
50,100,21,35,65,both,-49.55432093723914,-1.0186341295095078,54.25665064218299,30.87248322147651,0.39275772750885785,-33.257933514925554,149,False
20,150,21,30,70,unrate_only,-37.89718493102936,-1.0269673269117292,39.71242652540817,25.742574257425744,0.30862838076571053,-37.52196527824691,101,False
50,100,21,30,70,both,-52.948067856043615,-1.0306305941418752,54.49310478039215,29.1044776119403,0.34997431804156875,-39.51348347465937,134,False
50,150,21,35,65,payems_only,-48.314722023328414,-1.036668947175346,49.4095242257666,32.16783216783217,0.3894284438475358,-33.78651889743247,143,False
50,100,21,30,70,neither,-55.79610978765464,-1.038928127506918,56.96888161100563,27.92207792207792,0.3983000765098116,-36.231240121853624,154,False
100,150,14,35,65,neither,-46.91721344923073,-1.0402713291023662,46.91721344923073,34.45945945945946,0.39396545288201396,-31.700819898128856,148,False
100,250,14,35,65,neither,-43.29077492576302,-1.0459237509674342,43.75635778085644,35.0,0.36818116883060975,-30.921982089830816,140,False
20,200,14,30,70,unrate_only,-36.32398027449231,-1.051345832049759,38.32978264308835,29.72972972972973,0.3170867172533377,-32.72430655359673,111,False
50,250,21,30,70,neither,-48.63772811484286,-1.0530279794804298,51.044340103193356,25.735294117647058,0.38033931359437106,-35.76303537856083,136,False
50,100,21,35,65,neither,-53.55385147741995,-1.053752977382083,55.40664616725467,29.585798816568047,0.42288131724966393,-31.688669513266312,169,False
20,200,21,30,70,unrate_only,-38.96736863818304,-1.0594042475633347,40.75132917104,23.762376237623762,0.3287678150711672,-38.581553107111944,101,False
50,150,21,30,70,both,-52.03426814169367,-1.0608335468327474,53.43628818663559,28.888888888888886,0.34254950995546535,-38.54390232718057,135,False
50,150,21,35,65,neither,-53.031947906285126,-1.0665866754408824,54.00613581758296,30.72289156626506,0.4125698059427785,-31.946956570051288,166,False
50,150,21,30,70,payems_only,-51.808271997756265,-1.0689868403445602,53.17147794622142,28.57142857142857,0.3298569773582117,-38.95358796823783,133,False
50,250,10,40,60,unrate_only,-27.51856276556665,-1.0746585153982537,29.03564274932903,35.869565217391305,0.31943188649145715,-29.9114812669203,92,False
